date,variable,value,estimate_type
2030,prop_inc_nonfarm_adj_share_of_gdp,6.613,projected
2031,prop_inc_nonfarm_adj_share_of_gdp,6.601,projected
2032,prop_inc_nonfarm_adj_share_of_gdp,6.597,projected
2033,prop_inc_nonfarm_adj_share_of_gdp,6.604,projected
2034,prop_inc_nonfarm_adj_share_of_gdp,6.613,projected
2021,real_change_pri_invest,-17.8,actual
2022,real_change_pri_invest,141.9,actual
2023,real_change_pri_invest,69.5,actual
2024,real_change_pri_invest,47.5,projected
2025,real_change_pri_invest,54.8,projected
2026,real_change_pri_invest,70.3,projected
2027,real_change_pri_invest,71.0,projected
2028,real_change_pri_invest,71.1,projected
2029,real_change_pri_invest,71.4,projected
2030,real_change_pri_invest,72.1,projected
2031,real_change_pri_invest,72.1,projected
2032,real_change_pri_invest,72.6,projected
2033,real_change_pri_invest,72.7,projected
2034,real_change_pri_invest,73.3,projected
2021,real_exports,2243.4,actual
2022,real_exports,2414.1,actual
2023,real_exports,2493.7,actual
2024,real_exports,2515.9,projected
2025,real_exports,2574.2,projected
2026,real_exports,2644.5,projected
2027,real_exports,2725.4,projected
2028,real_exports,2807.2,projected
2029,real_exports,2881.2,projected
2030,real_exports,2949.8,projected
2031,real_exports,3016.3,projected
2032,real_exports,3083.5,projected
2033,real_exports,3148.8,projected
2034,real_exports,3212.1,projected
2021,real_exports_pct_change,1.742,actual
2022,real_exports_pct_change,7.608,actual
2023,real_exports_pct_change,3.298,actual
2024,real_exports_pct_change,0.89,projected
2025,real_exports_pct_change,2.314,projected
2026,real_exports_pct_change,2.732,projected
2027,real_exports_pct_change,3.058,projected
2028,real_exports_pct_change,3.002,projected
2029,real_exports_pct_change,2.636,projected
2030,real_exports_pct_change,2.38,projected
2031,real_exports_pct_change,2.252,projected
2032,real_exports_pct_change,2.229,projected
2033,real_exports_pct_change,2.116,projected
2034,real_exports_pct_change,2.01,projected
2021,real_federal_government_c_gi,1460.3,actual
2022,real_federal_government_c_gi,1421.3,actual
2023,real_federal_government_c_gi,1466.5,actual
2024,real_federal_government_c_gi,1487.3,projected
2025,real_federal_government_c_gi,1489.7,projected
2026,real_federal_government_c_gi,1495.8,projected
2027,real_federal_government_c_gi,1504.2,projected
2028,real_federal_government_c_gi,1511.2,projected
2029,real_federal_government_c_gi,1518.2,projected
2030,real_federal_government_c_gi,1525.8,projected
2031,real_federal_government_c_gi,1533.0,projected
2032,real_federal_government_c_gi,1531.4,projected
2033,real_federal_government_c_gi,1538.2,projected
2034,real_federal_government_c_gi,1545.1,projected
2021,real_federal_government_c_gi_pct_change,2.314,actual
2022,real_federal_government_c_gi_pct_change,-2.665,actual
2023,real_federal_government_c_gi_pct_change,3.174,actual
2024,real_federal_government_c_gi_pct_change,1.417,projected
2025,real_federal_government_c_gi_pct_change,0.162,projected
2026,real_federal_government_c_gi_pct_change,0.408,projected
2027,real_federal_government_c_gi_pct_change,0.567,projected
2028,real_federal_government_c_gi_pct_change,0.461,projected
2029,real_federal_government_c_gi_pct_change,0.464,projected
2030,real_federal_government_c_gi_pct_change,0.501,projected
2031,real_federal_government_c_gi_pct_change,0.473,projected
2032,real_federal_government_c_gi_pct_change,-0.104,projected
2033,real_federal_government_c_gi_pct_change,0.444,projected
2034,real_federal_government_c_gi_pct_change,0.448,projected
2021,real_gdp,21126.8,actual
2022,real_gdp,21786.5,actual
2023,real_gdp,22208.5,actual
2024,real_gdp,22668.7,projected
2025,real_gdp,23076.3,projected
2026,real_gdp,23594.0,projected
2027,real_gdp,24102.2,projected
2028,real_gdp,24611.3,projected
2029,real_gdp,25122.1,projected
2030,real_gdp,25631.3,projected
2031,real_gdp,26136.1,projected
2032,real_gdp,26638.9,projected
2033,real_gdp,27139.0,projected
2034,real_gdp,27635.9,projected
2021,real_gdp_nfb,16175.3,actual
2022,real_gdp_nfb,16753.3,actual
2023,real_gdp_nfb,17067.1,actual
2024,real_gdp_nfb,17436.1,projected
2025,real_gdp_nfb,17785.8,projected
2026,real_gdp_nfb,18245.9,projected
2027,real_gdp_nfb,18694.7,projected
2028,real_gdp_nfb,19146.7,projected
2029,real_gdp_nfb,19605.3,projected
2030,real_gdp_nfb,20065.6,projected
2031,real_gdp_nfb,20525.1,projected
2032,real_gdp_nfb,20986.2,projected
2033,real_gdp_nfb,21448.9,projected
2034,real_gdp_nfb,21913.6,projected
2021,real_gdp_nfb_pct_change,5.249,actual
2022,real_gdp_nfb_pct_change,3.573,actual
2023,real_gdp_nfb_pct_change,1.873,actual
2024,real_gdp_nfb_pct_change,2.161,projected
2025,real_gdp_nfb_pct_change,2.005,projected
2026,real_gdp_nfb_pct_change,2.586,projected
2027,real_gdp_nfb_pct_change,2.459,projected
2028,real_gdp_nfb_pct_change,2.417,projected
2029,real_gdp_nfb_pct_change,2.395,projected
2030,real_gdp_nfb_pct_change,2.347,projected
2031,real_gdp_nfb_pct_change,2.29,projected
2032,real_gdp_nfb_pct_change,2.246,projected
2033,real_gdp_nfb_pct_change,2.205,projected
2034,real_gdp_nfb_pct_change,2.166,projected
2021,real_gdp_pct_change,4.119,actual
2022,real_gdp_pct_change,3.122,actual
2023,real_gdp_pct_change,1.937,actual
2024,real_gdp_pct_change,2.071,projected
2025,real_gdp_pct_change,1.798,projected
2026,real_gdp_pct_change,2.243,projected
2027,real_gdp_pct_change,2.153,projected
2028,real_gdp_pct_change,2.112,projected
2029,real_gdp_pct_change,2.075,projected
2030,real_gdp_pct_change,2.026,projected
2031,real_gdp_pct_change,1.969,projected
2032,real_gdp_pct_change,1.923,projected
2033,real_gdp_pct_change,1.877,projected
2034,real_gdp_pct_change,1.83,projected
2021,real_gnp,21316.0,actual
2022,real_gnp,21956.5,actual
2023,real_gnp,22366.7,actual
2024,real_gnp,22756.8,projected
2025,real_gnp,23094.1,projected
2026,real_gnp,23585.5,projected
2027,real_gnp,24099.2,projected
2028,real_gnp,24614.2,projected
2029,real_gnp,25119.8,projected
2030,real_gnp,25616.6,projected
2031,real_gnp,26105.6,projected
2032,real_gnp,26591.7,projected
2033,real_gnp,27074.3,projected
2034,real_gnp,27553.6,projected
2021,real_gnp_pct_change,3.844,actual
2022,real_gnp_pct_change,3.004,actual
2023,real_gnp_pct_change,1.868,actual
2024,real_gnp_pct_change,1.743,projected
2025,real_gnp_pct_change,1.482,projected
2026,real_gnp_pct_change,2.127,projected
2027,real_gnp_pct_change,2.177,projected
2028,real_gnp_pct_change,2.137,projected
2029,real_gnp_pct_change,2.053,projected
2030,real_gnp_pct_change,1.977,projected
2031,real_gnp_pct_change,1.908,projected
2032,real_gnp_pct_change,1.862,projected
2033,real_gnp_pct_change,1.814,projected
2034,real_gnp_pct_change,1.77,projected
2021,real_government_c_gi,3706.2,actual
2022,real_government_c_gi,3663.2,actual
2023,real_government_c_gi,3776.1,actual
2024,real_government_c_gi,3857.8,projected
2025,real_government_c_gi,3886.6,projected
2026,real_government_c_gi,3920.4,projected
2027,real_government_c_gi,3954.7,projected
2028,real_government_c_gi,3984.9,projected
2029,real_government_c_gi,4009.5,projected
2030,real_government_c_gi,4032.0,projected
2031,real_government_c_gi,4053.4,projected
2032,real_government_c_gi,4065.6,projected
2033,real_government_c_gi,4084.8,projected
2034,real_government_c_gi,4103.0,projected
2021,real_government_c_gi_pct_change,0.013,actual
2022,real_government_c_gi_pct_change,-1.159,actual
2023,real_government_c_gi_pct_change,3.081,actual
2024,real_government_c_gi_pct_change,2.163,projected
2025,real_government_c_gi_pct_change,0.748,projected
2026,real_government_c_gi_pct_change,0.869,projected
2027,real_government_c_gi_pct_change,0.873,projected
2028,real_government_c_gi_pct_change,0.764,projected
2029,real_government_c_gi_pct_change,0.617,projected
2030,real_government_c_gi_pct_change,0.56,projected
2031,real_government_c_gi_pct_change,0.529,projected
2032,real_government_c_gi_pct_change,0.301,projected
2033,real_government_c_gi_pct_change,0.472,projected
2034,real_government_c_gi_pct_change,0.445,projected
2021,real_gross_pri_dom_invest,3837.9,actual
2022,real_gross_pri_dom_invest,4128.0,actual
2023,real_gross_pri_dom_invest,4037.9,actual
2024,real_gross_pri_dom_invest,4122.6,projected
2025,real_gross_pri_dom_invest,4281.7,projected
2026,real_gross_pri_dom_invest,4515.9,projected
2027,real_gross_pri_dom_invest,4726.6,projected
2028,real_gross_pri_dom_invest,4874.8,projected
2029,real_gross_pri_dom_invest,4985.6,projected
2030,real_gross_pri_dom_invest,5094.7,projected
2031,real_gross_pri_dom_invest,5209.0,projected
2032,real_gross_pri_dom_invest,5317.7,projected
2033,real_gross_pri_dom_invest,5403.9,projected
2034,real_gross_pri_dom_invest,5470.2,projected
2021,real_gross_pri_dom_invest_pct_change,7.128,actual
2022,real_gross_pri_dom_invest_pct_change,7.557,actual
2023,real_gross_pri_dom_invest_pct_change,-2.18,actual
2024,real_gross_pri_dom_invest_pct_change,2.096,projected
2025,real_gross_pri_dom_invest_pct_change,3.859,projected
2026,real_gross_pri_dom_invest_pct_change,5.468,projected
2027,real_gross_pri_dom_invest_pct_change,4.667,projected
2028,real_gross_pri_dom_invest_pct_change,3.134,projected
2029,real_gross_pri_dom_invest_pct_change,2.273,projected
2030,real_gross_pri_dom_invest_pct_change,2.186,projected
2031,real_gross_pri_dom_invest_pct_change,2.243,projected
2032,real_gross_pri_dom_invest_pct_change,2.086,projected
2033,real_gross_pri_dom_invest_pct_change,1.621,projected
2034,real_gross_pri_dom_invest_pct_change,1.228,projected
2021,real_imports,3130.6,actual
2022,real_imports,3472.6,actual
2023,real_imports,3434.8,actual
2024,real_imports,3459.0,projected
2025,real_imports,3539.0,projected
2026,real_imports,3628.4,projected
2027,real_imports,3725.2,projected
2028,real_imports,3815.6,projected
2029,real_imports,3894.0,projected
2030,real_imports,3976.1,projected
2031,real_imports,4059.1,projected
2032,real_imports,4144.9,projected
2033,real_imports,4230.7,projected
2034,real_imports,4316.2,projected
2021,real_imports_pct_change,11.512,actual
2022,real_imports_pct_change,10.926,actual
2023,real_imports_pct_change,-1.089,actual
2024,real_imports_pct_change,0.703,projected
2025,real_imports_pct_change,2.314,projected
2026,real_imports_pct_change,2.523,projected
2027,real_imports_pct_change,2.669,projected
2028,real_imports_pct_change,2.425,projected
2029,real_imports_pct_change,2.056,projected
2030,real_imports_pct_change,2.107,projected
2031,real_imports_pct_change,2.086,projected
2032,real_imports_pct_change,2.115,projected
2033,real_imports_pct_change,2.069,projected
2034,real_imports_pct_change,2.021,projected
2021,real_net_exports,-887.2,actual
2022,real_net_exports,-1058.5,actual
2023,real_net_exports,-941.1,actual
2024,real_net_exports,-943.0,projected
2025,real_net_exports,-964.9,projected
2026,real_net_exports,-983.8,projected
2027,real_net_exports,-999.8,projected
2028,real_net_exports,-1008.3,projected
2029,real_net_exports,-1012.8,projected
2030,real_net_exports,-1026.3,projected
2031,real_net_exports,-1042.8,projected
2032,real_net_exports,-1061.4,projected
2033,real_net_exports,-1081.9,projected
2034,real_net_exports,-1104.1,projected
2021,real_nonres_fixed_invest,2940.3,actual
2022,real_nonres_fixed_invest,3089.8,actual
2023,real_nonres_fixed_invest,3235.1,actual
2024,real_nonres_fixed_invest,3324.0,projected
2025,real_nonres_fixed_invest,3404.6,projected
2026,real_nonres_fixed_invest,3511.4,projected
2027,real_nonres_fixed_invest,3636.9,projected
2028,real_nonres_fixed_invest,3757.3,projected
2029,real_nonres_fixed_invest,3857.1,projected
2030,real_nonres_fixed_invest,3957.5,projected
2031,real_nonres_fixed_invest,4067.9,projected
2032,real_nonres_fixed_invest,4182.2,projected
2033,real_nonres_fixed_invest,4294.6,projected
2034,real_nonres_fixed_invest,4405.6,projected
2021,real_nonres_fixed_invest_pct_change,3.609,actual
2022,real_nonres_fixed_invest_pct_change,5.083,actual
2023,real_nonres_fixed_invest_pct_change,4.703,actual
2024,real_nonres_fixed_invest_pct_change,2.749,projected
2025,real_nonres_fixed_invest_pct_change,2.425,projected
2026,real_nonres_fixed_invest_pct_change,3.136,projected
2027,real_nonres_fixed_invest_pct_change,3.573,projected
2028,real_nonres_fixed_invest_pct_change,3.31,projected
2029,real_nonres_fixed_invest_pct_change,2.654,projected
2030,real_nonres_fixed_invest_pct_change,2.603,projected
2031,real_nonres_fixed_invest_pct_change,2.79,projected
2032,real_nonres_fixed_invest_pct_change,2.809,projected
2033,real_nonres_fixed_invest_pct_change,2.689,projected
2034,real_nonres_fixed_invest_pct_change,2.583,projected
2021,real_pce,14465.0,actual
2022,real_pce,15046.9,actual
2023,real_pce,15326.9,actual
2024,real_pce,15625.3,projected
2025,real_pce,15868.4,projected
2026,real_pce,16143.2,projected
2027,real_pce,16428.3,projected
2028,real_pce,16772.2,projected
2029,real_pce,17156.3,projected
2030,real_pce,17551.5,projected
2031,real_pce,17942.0,projected
2032,real_pce,18347.7,projected
2033,real_pce,18765.6,projected
2034,real_pce,19201.2,projected
2021,real_pce_pct_change,6.323,actual
2022,real_pce_pct_change,4.022,actual
2023,real_pce_pct_change,1.86,actual
2024,real_pce_pct_change,1.947,projected
2025,real_pce_pct_change,1.555,projected
2026,real_pce_pct_change,1.731,projected
2027,real_pce_pct_change,1.766,projected
2028,real_pce_pct_change,2.093,projected
2029,real_pce_pct_change,2.29,projected
2030,real_pce_pct_change,2.303,projected
2031,real_pce_pct_change,2.224,projected
2032,real_pce_pct_change,2.261,projected
2033,real_pce_pct_change,2.277,projected
2034,real_pce_pct_change,2.321,projected
2021,real_potential_gdp,21306.3,actual
2022,real_potential_gdp,21729.3,actual
2023,real_potential_gdp,22187.2,actual
2024,real_potential_gdp,22678.8,projected
2025,real_potential_gdp,23181.7,projected
2026,real_potential_gdp,23702.9,projected
2027,real_potential_gdp,24223.1,projected
2028,real_potential_gdp,24734.9,projected
2029,real_potential_gdp,25248.4,projected
2030,real_potential_gdp,25760.1,projected
2031,real_potential_gdp,26267.4,projected
2032,real_potential_gdp,26772.8,projected
2033,real_potential_gdp,27275.4,projected
2034,real_potential_gdp,27774.8,projected
2021,real_potential_gdp_pct_change,1.94,actual
2022,real_potential_gdp_pct_change,1.985,actual
2023,real_potential_gdp_pct_change,2.106,actual
2024,real_potential_gdp_pct_change,2.215,projected
2025,real_potential_gdp_pct_change,2.217,projected
2026,real_potential_gdp_pct_change,2.248,projected
2027,real_potential_gdp_pct_change,2.194,projected
2028,real_potential_gdp_pct_change,2.112,projected
2029,real_potential_gdp_pct_change,2.075,projected
2030,real_potential_gdp_pct_change,2.026,projected
2031,real_potential_gdp_pct_change,1.969,projected
2032,real_potential_gdp_pct_change,1.923,projected
2033,real_potential_gdp_pct_change,1.877,projected
2034,real_potential_gdp_pct_change,1.83,projected
2021,real_res_fixed_invest,903.0,actual
2022,real_res_fixed_invest,861.6,actual
2023,real_res_fixed_invest,734.3,actual
2024,real_res_fixed_invest,743.9,projected
2025,real_res_fixed_invest,802.8,projected
2026,real_res_fixed_invest,894.8,projected
2027,real_res_fixed_invest,966.0,projected
2028,real_res_fixed_invest,991.7,projected
2029,real_res_fixed_invest,1003.4,projected
2030,real_res_fixed_invest,1012.9,projected
2031,real_res_fixed_invest,1019.8,projected
2032,real_res_fixed_invest,1019.4,projected
2033,real_res_fixed_invest,1004.0,projected
2034,real_res_fixed_invest,974.7,projected
2021,real_res_fixed_invest_pct_change,14.952,actual
2022,real_res_fixed_invest_pct_change,-4.578,actual
2023,real_res_fixed_invest_pct_change,-14.774,actual
2024,real_res_fixed_invest_pct_change,1.296,projected
2025,real_res_fixed_invest_pct_change,7.918,projected
2026,real_res_fixed_invest_pct_change,11.468,projected
2027,real_res_fixed_invest_pct_change,7.958,projected
2028,real_res_fixed_invest_pct_change,2.66,projected
2029,real_res_fixed_invest_pct_change,1.178,projected
2030,real_res_fixed_invest_pct_change,0.942,projected
2031,real_res_fixed_invest_pct_change,0.683,projected
2032,real_res_fixed_invest_pct_change,-0.038,projected
2033,real_res_fixed_invest_pct_change,-1.516,projected
2034,real_res_fixed_invest_pct_change,-2.909,projected
2021,real_sl_government_c_gi,2247.7,actual
2022,real_sl_government_c_gi,2242.1,actual
2023,real_sl_government_c_gi,2309.9,actual
2024,real_sl_government_c_gi,2370.2,projected
2025,real_sl_government_c_gi,2396.2,projected
2026,real_sl_government_c_gi,2423.5,projected
2027,real_sl_government_c_gi,2449.0,projected
2028,real_sl_government_c_gi,2472.0,projected
2029,real_sl_government_c_gi,2489.4,projected
2030,real_sl_government_c_gi,2504.2,projected
2031,real_sl_government_c_gi,2518.3,projected
2032,real_sl_government_c_gi,2531.6,projected
2033,real_sl_government_c_gi,2543.9,projected
2034,real_sl_government_c_gi,2555.3,projected
2021,real_sl_government_c_gi_pct_change,-1.375,actual
2022,real_sl_government_c_gi_pct_change,-0.248,actual
2023,real_sl_government_c_gi_pct_change,3.024,actual
2024,real_sl_government_c_gi_pct_change,2.608,projected
2025,real_sl_government_c_gi_pct_change,1.095,projected
2026,real_sl_government_c_gi_pct_change,1.14,projected
2027,real_sl_government_c_gi_pct_change,1.052,projected
2028,real_sl_government_c_gi_pct_change,0.939,projected
2029,real_sl_government_c_gi_pct_change,0.704,projected
2030,real_sl_government_c_gi_pct_change,0.593,projected
2031,real_sl_government_c_gi_pct_change,0.561,projected
2032,real_sl_government_c_gi_pct_change,0.527,projected
2033,real_sl_government_c_gi_pct_change,0.488,projected
2034,real_sl_government_c_gi_pct_change,0.444,projected
2021,rental_inc_adj,800.4,actual
2022,rental_inc_adj,860.3,actual
2023,rental_inc_adj,947.1,actual
2024,rental_inc_adj,962.1,projected
2025,rental_inc_adj,950.8,projected
2026,rental_inc_adj,939.4,projected
2027,rental_inc_adj,956.7,projected
2028,rental_inc_adj,998.0,projected
2029,rental_inc_adj,1048.3,projected
2030,rental_inc_adj,1101.5,projected
2031,rental_inc_adj,1152.9,projected
2032,rental_inc_adj,1199.3,projected
2033,rental_inc_adj,1245.8,projected
2034,rental_inc_adj,1293.6,projected
2021,rental_inc_adj_share_of_gdp,3.489,actual
2022,rental_inc_adj_share_of_gdp,3.399,actual
2023,rental_inc_adj_share_of_gdp,3.509,actual
2024,rental_inc_adj_share_of_gdp,3.414,projected
2025,rental_inc_adj_share_of_gdp,3.25,projected
2026,rental_inc_adj_share_of_gdp,3.079,projected
2027,rental_inc_adj_share_of_gdp,3.012,projected
2028,rental_inc_adj_share_of_gdp,3.02,projected
2029,rental_inc_adj_share_of_gdp,3.049,projected
2030,rental_inc_adj_share_of_gdp,3.081,projected
2031,rental_inc_adj_share_of_gdp,3.102,projected
2032,rental_inc_adj_share_of_gdp,3.106,projected
2033,rental_inc_adj_share_of_gdp,3.106,projected
2034,rental_inc_adj_share_of_gdp,3.106,projected
2021,res_fixed_invest,1089.8,actual
2022,res_fixed_invest,1188.9,actual
2023,res_fixed_invest,1069.5,actual
2024,res_fixed_invest,1110.7,projected
2025,res_fixed_invest,1211.8,projected
2026,res_fixed_invest,1366.3,projected
2027,res_fixed_invest,1498.9,projected
2028,res_fixed_invest,1566.5,projected
2029,res_fixed_invest,1613.6,projected
2030,res_fixed_invest,1660.5,projected
2031,res_fixed_invest,1707.9,projected
2032,res_fixed_invest,1746.8,projected
2033,res_fixed_invest,1761.6,projected
2034,res_fixed_invest,1752.0,projected
2021,res_fixed_invest_pct_change,25.096,actual
2022,res_fixed_invest_pct_change,9.093,actual
2023,res_fixed_invest_pct_change,-10.041,actual
2024,res_fixed_invest_pct_change,3.848,projected
2025,res_fixed_invest_pct_change,9.104,projected
2026,res_fixed_invest_pct_change,12.754,projected
2027,res_fixed_invest_pct_change,9.702,projected
2028,res_fixed_invest_pct_change,4.512,projected
2029,res_fixed_invest_pct_change,3.001,projected
2030,res_fixed_invest_pct_change,2.907,projected
2031,res_fixed_invest_pct_change,2.854,projected
2032,res_fixed_invest_pct_change,2.277,projected
2033,res_fixed_invest_pct_change,0.845,projected
2034,res_fixed_invest_pct_change,-0.542,projected
2021,sl_government_c_gi,2554.4,actual
2022,sl_government_c_gi,2757.2,actual
2023,sl_government_c_gi,2930.1,actual
2024,sl_government_c_gi,3062.3,projected
2025,sl_government_c_gi,3172.3,projected
2026,sl_government_c_gi,3294.6,projected
2027,sl_government_c_gi,3422.2,projected
2028,sl_government_c_gi,3552.1,projected
2029,sl_government_c_gi,3679.3,projected
2030,sl_government_c_gi,3807.2,projected
2031,sl_government_c_gi,3938.4,projected
2032,sl_government_c_gi,4073.5,projected
2033,sl_government_c_gi,4213.1,projected
2034,sl_government_c_gi,4356.6,projected
2021,sl_government_c_gi_pct_change,4.029,actual
2022,sl_government_c_gi_pct_change,7.939,actual
2023,sl_government_c_gi_pct_change,6.269,actual
2024,sl_government_c_gi_pct_change,4.514,projected
2025,sl_government_c_gi_pct_change,3.592,projected
2026,sl_government_c_gi_pct_change,3.855,projected
2027,sl_government_c_gi_pct_change,3.87,projected
2028,sl_government_c_gi_pct_change,3.798,projected
2029,sl_government_c_gi_pct_change,3.58,projected
2030,sl_government_c_gi_pct_change,3.475,projected
2031,sl_government_c_gi_pct_change,3.447,projected
2032,sl_government_c_gi_pct_change,3.429,projected
2033,sl_government_c_gi_pct_change,3.425,projected
2034,sl_government_c_gi_pct_change,3.406,projected
2021,treasury_bill_rate_3mo,0.054,actual
2022,treasury_bill_rate_3mo,1.025,actual
2023,treasury_bill_rate_3mo,4.757,actual
2024,treasury_bill_rate_3mo,5.062,projected
2025,treasury_bill_rate_3mo,4.087,projected
2026,treasury_bill_rate_3mo,3.245,projected
2027,treasury_bill_rate_3mo,2.839,projected
2028,treasury_bill_rate_3mo,2.713,projected
2029,treasury_bill_rate_3mo,2.712,projected
2030,treasury_bill_rate_3mo,2.744,projected
2031,treasury_bill_rate_3mo,2.788,projected
2032,treasury_bill_rate_3mo,2.81,projected
2033,treasury_bill_rate_3mo,2.8,projected
2034,treasury_bill_rate_3mo,2.79,projected
2021,treasury_note_rate_10yr,1.274,actual
2022,treasury_note_rate_10yr,2.378,actual
2023,treasury_note_rate_10yr,3.805,actual
2024,treasury_note_rate_10yr,4.52,projected
2025,treasury_note_rate_10yr,4.701,projected
2026,treasury_note_rate_10yr,4.077,projected
2027,treasury_note_rate_10yr,3.746,projected
2028,treasury_note_rate_10yr,3.797,projected
2029,treasury_note_rate_10yr,3.885,projected
2030,treasury_note_rate_10yr,3.984,projected
2031,treasury_note_rate_10yr,4.072,projected
2032,treasury_note_rate_10yr,4.122,projected
2033,treasury_note_rate_10yr,4.13,projected
2034,treasury_note_rate_10yr,4.133,projected
2021,unemployment_rate,6.008,actual
2022,unemployment_rate,3.791,actual
2023,unemployment_rate,3.591,actual
2024,unemployment_rate,4.058,projected
2025,unemployment_rate,4.39,projected
2026,unemployment_rate,4.347,projected
2027,unemployment_rate,4.369,projected
2028,unemployment_rate,4.401,projected
2029,unemployment_rate,4.451,projected
2030,unemployment_rate,4.497,projected
2031,unemployment_rate,4.512,projected
2032,unemployment_rate,4.498,projected
2033,unemployment_rate,4.48,projected
2034,unemployment_rate,4.459,projected
2021,wages_and_salaries,10074.1,actual
2022,wages_and_salaries,10975.3,actual
2023,wages_and_salaries,11628.7,actual
2024,wages_and_salaries,12235.9,projected
2025,wages_and_salaries,12808.2,projected
2026,wages_and_salaries,13375.8,projected
2027,wages_and_salaries,13927.4,projected
2028,wages_and_salaries,14487.2,projected
2029,wages_and_salaries,15070.9,projected
2030,wages_and_salaries,15675.0,projected
2031,wages_and_salaries,16294.1,projected
2032,wages_and_salaries,16926.0,projected
2033,wages_and_salaries,17566.2,projected
2034,wages_and_salaries,18217.2,projected
2021,wages_and_salaries_share_of_gdp,43.921,actual
2022,wages_and_salaries_share_of_gdp,43.37,actual
2023,wages_and_salaries_share_of_gdp,43.097,actual
2024,wages_and_salaries_share_of_gdp,43.425,projected
2025,wages_and_salaries_share_of_gdp,43.779,projected
2026,wages_and_salaries_share_of_gdp,43.849,projected
2027,wages_and_salaries_share_of_gdp,43.857,projected
2028,wages_and_salaries_share_of_gdp,43.843,projected
2029,wages_and_salaries_share_of_gdp,43.842,projected
2030,wages_and_salaries_share_of_gdp,43.851,projected
2031,wages_and_salaries_share_of_gdp,43.852,projected
2032,wages_and_salaries_share_of_gdp,43.839,projected
2033,wages_and_salaries_share_of_gdp,43.798,projected
2034,wages_and_salaries_share_of_gdp,43.743,projected
